customer_id,company_name,industry,region,segment,signup_date,product_primary,tier,channel,seats_committed,seats_active_90d,utilization_rate_90d,feature_adoption_rate,support_tickets_90d,major_incidents_180d,failed_payments_180d,discount_pct,mrr_usd,contract_start,contract_end,contract_term_months,customer_tenure_months,renewal_window_flag,churn,churn_probability_percent,services_used_count,feedback
119,"Johnston, Byrd and Mitchell",Manufacturing,SE,SMB,2025-09-08,SASE,Standard,Online,12,2,0.208,0.331,1,0,0,0.089,163.21,2025-08-20,2026-08-20,12,0,0,1,56,5,"Mixed experience so far; some teams see value, others struggle. Pain points: low usage, limited feature value."
120,Perry Group,Retail,MW,SMB,2024-07-01,EDR,Standard,Partner,37,17,0.459,0.149,1,1,0,0.166,244.4,2024-08-04,2025-08-04,12,13,1,0,3,4,The product delivers value; planning to expand usage.
121,"Pham, Duran and Gordon",Finance,MW,SMB,2025-04-12,EDR,Pro,Direct,58,34,0.583,0.346,3,0,0,0.121,586.8,2025-04-17,2026-04-17,12,5,0,1,51,7,We need better outcomes to justify renewal. Pain points: limited feature value.
122,"Anderson, Booth and Brown",Finance,SW,SMB,2024-05-10,XDR,Standard,Direct,120,60,0.503,0.613,3,1,0,0.113,1632.79,2024-07-14,2026-07-14,24,14,0,0,1,7,The product delivers value; planning to expand usage.
123,Brooks Group,Technology,SE,SMB,2023-12-24,SIEM,Standard,Direct,120,100,0.835,0.497,2,1,0,0.107,1250.56,2024-01-09,2026-01-08,24,12,0,0,1,7,Happy with the service; adoption is growing.
124,"May, Johnson and Allen",Finance,MW,Mid-Market,2024-06-10,DLP,Pro,Direct,213,192,0.903,0.117,4,0,0,0.131,2472.9,2024-07-16,2026-07-16,24,14,0,0,4,7,The product delivers value; planning to expand usage.
125,Roy-Anthony,Technology,SW,SMB,2023-12-30,EmailSecurity,Pro,Direct,28,18,0.655,0.0,8,0,1,0.152,201.11,2024-02-14,2025-02-13,12,12,0,1,81,5,"The product isn’t meeting expectations; we may cancel. Main concerns: support responsiveness, limited feature value."
126,Butler-Cobb,Technology,NE,SMB,2023-10-23,MDR,Standard,Direct,9,2,0.262,0.773,4,0,0,0.116,187.76,2023-12-04,2024-12-03,12,6,0,0,6,7,Great experience so far; features are meeting our needs.
127,"Clements, Jacobs and Gonzalez",Energy,SE,Enterprise,2025-05-21,MDR,Pro,Online,6000,4528,0.755,0.778,4,1,1,0.09,169751.4,2025-06-10,2027-06-10,24,3,0,0,1,10,Support and product quality have been solid. Usage and adoption are strong across teams.
128,Jones Ltd,Education,West,Enterprise,2025-08-03,SASE,Standard,Direct,1299,1098,0.845,0.343,4,0,0,0.203,14359.65,2025-08-20,2026-08-20,12,0,0,0,1,9,Great experience so far; features are meeting our needs.
129,Solis-Cox,Education,SW,Mid-Market,2024-11-01,EDR,Standard,Direct,266,198,0.745,1.0,0,0,0,0.155,1944.26,2024-11-08,2025-11-08,12,10,0,0,1,10,Great experience so far; features are meeting our needs. Usage and adoption are strong across teams.
130,Munoz-Martinez,Technology,SE,SMB,2024-03-01,SOAR,Standard,Partner,26,16,0.598,0.218,1,0,0,0.196,386.93,2024-05-26,2025-05-26,12,15,0,1,49,6,Results are inconsistent across teams; need clearer ROI. Pain points: limited feature value.
131,Dominguez-Bailey,Government,West,Mid-Market,2023-11-13,WAF,Standard,Partner,252,95,0.377,0.288,2,0,0,0.289,1739.76,2024-01-30,2026-01-29,24,12,0,1,58,7,"Several pain points remain, but we’re open to improvements. Pain points: low usage, limited feature value."
132,Simon-Phelps,Government,West,SMB,2025-07-03,MDR,Standard,Partner,8,5,0.611,0.436,0,0,0,0.203,152.64,2025-08-06,2027-08-06,24,1,0,0,1,7,Happy with the service; adoption is growing.
133,Foster-Ramos,Education,West,Enterprise,2024-02-19,WAF,Standard,Direct,6000,4322,0.72,0.349,1,0,0,0.12,53433.6,2024-03-05,2025-03-05,12,12,0,0,1,8,The product delivers value; planning to expand usage.
134,"Callahan, Patton and Elliott",Technology,SE,Mid-Market,2023-10-16,EmailSecurity,Standard,Partner,108,68,0.629,0.436,1,1,0,0.189,521.15,2023-10-30,2024-10-29,12,18,0,0,1,7,Great experience so far; features are meeting our needs.
135,Christensen-Barnes,Finance,MW,SMB,2023-12-26,SOAR,Pro,Direct,27,16,0.586,0.529,1,1,2,0.094,618.15,2024-03-02,2025-03-02,12,12,0,0,1,7,Great experience so far; features are meeting our needs.
136,Walsh-Peters,Manufacturing,NE,SMB,2024-01-15,DLP,Pro,Direct,16,14,0.885,0.338,0,1,0,0.03,207.66,2024-03-03,2025-03-03,12,18,0,0,1,7,Great experience so far; features are meeting our needs.
137,Rivera-Perez,Technology,SE,SMB,2025-07-03,WAF,Pro,Partner,34,22,0.652,0.094,3,1,0,0.16,405.84,2025-08-01,2026-08-01,12,1,0,1,60,6,We need better outcomes to justify renewal. Pain points: limited feature value.
138,"Pruitt, Watson and Marshall",Manufacturing,NE,SMB,2025-02-12,IAM,Standard,Partner,119,76,0.635,0.632,3,0,0,0.102,1264.18,2025-03-10,2028-03-08,36,6,0,1,41,7,We need better outcomes to justify renewal.
139,Lam and Sons,Finance,West,Enterprise,2025-02-26,EDR,Standard,Direct,3404,1052,0.309,0.11,2,2,0,0.181,24198.76,2025-05-05,2027-05-05,24,4,0,0,7,7,Happy with the service; adoption is growing.
140,Brown-Banks,Manufacturing,NE,Mid-Market,2023-12-06,MDR,Pro,Direct,61,39,0.634,0.925,5,0,1,0.134,1746.96,2024-01-30,2025-01-29,12,19,0,0,1,10,Great experience so far; features are meeting our needs.
141,Erickson-Hunt,Education,SE,SMB,2024-06-27,IAM,Standard,Partner,18,6,0.353,0.595,2,0,0,0.165,168.34,2024-07-05,2025-07-05,12,6,0,0,1,7,The product delivers value; planning to expand usage.
142,Nash Ltd,Technology,SW,Enterprise,2025-07-26,SIEM,Standard,Direct,427,221,0.517,0.593,1,2,0,0.123,4707.2,2025-08-14,2027-08-14,24,1,0,0,1,9,Great experience so far; features are meeting our needs.
143,Thomas and Sons,Government,NE,SMB,2023-12-17,DLP,Standard,Direct,23,3,0.11,0.38,4,0,0,0.126,188.76,2024-01-29,2025-01-28,12,19,0,0,17,5,Great experience so far; features are meeting our needs.
144,Fisher PLC,Healthcare,West,Mid-Market,2025-06-22,SIEM,Standard,Direct,109,29,0.265,0.367,0,0,0,0.086,1311.08,2025-08-20,2026-08-20,12,0,0,1,53,6,"Results are inconsistent across teams; need clearer ROI. Pain points: low usage, limited feature value."
145,Palmer-Williams,Government,MW,SMB,2024-02-27,XDR,Pro,Partner,6,1,0.244,0.503,2,1,1,0.105,132.16,2024-04-20,2025-04-20,12,17,0,0,6,6,The product delivers value; planning to expand usage.
146,"Good, Hudson and Kramer",Finance,NE,Mid-Market,2025-06-27,MDR,Standard,Direct,40,20,0.499,0.908,3,1,0,0.127,788.14,2025-07-20,2026-07-20,12,2,0,0,1,10,Happy with the service; adoption is growing.
147,Houston and Sons,Government,SE,SMB,2025-02-08,EmailSecurity,Pro,Direct,41,28,0.692,0.504,0,0,0,0.067,353.08,2025-02-13,2026-02-13,12,7,0,0,1,7,Happy with the service; adoption is growing.
148,Torres-Armstrong,Government,MW,SMB,2025-08-21,EDR,Pro,Direct,120,47,0.391,0.763,2,1,0,0.094,1282.9,2025-08-20,2026-08-20,12,0,0,1,38,7,Great experience so far; features are meeting our needs.
149,Wright-Harris,Education,West,SMB,2025-01-17,SIEM,Pro,Partner,43,31,0.71,0.696,1,0,0,0.15,601.61,2025-03-28,2026-03-28,12,5,0,0,1,8,Happy with the service; adoption is growing.
150,"Gallagher, Bradley and Perez",Finance,SW,SMB,2024-04-21,MDR,Pro,Direct,23,20,0.88,0.864,2,0,0,0.093,629.58,2024-05-09,2025-05-09,12,16,0,0,1,10,The product delivers value; planning to expand usage. Usage and adoption are strong across teams.
151,"Fernandez, Brown and Black",Finance,West,SMB,2023-10-17,MDR,Standard,Direct,51,36,0.712,0.534,4,0,0,0.105,979.54,2023-12-15,2024-12-14,12,12,0,0,1,7,The product delivers value; planning to expand usage.
152,Davis-Johnson,Manufacturing,SE,Enterprise,2025-01-02,EDR,Pro,Partner,4105,2841,0.692,0.436,1,0,0,0.226,36888.1,2025-02-01,2026-02-01,12,7,0,0,1,8,Support and product quality have been solid.
153,Williamson-Jimenez,Healthcare,West,Mid-Market,2023-12-15,WAF,Standard,Partner,111,36,0.323,0.358,1,0,0,0.197,961.75,2023-12-23,2024-12-22,12,20,0,0,10,6,Great experience so far; features are meeting our needs.
154,Garcia-Maddox,Finance,West,Enterprise,2024-06-24,SOAR,Pro,Direct,1464,1035,0.707,0.382,1,0,0,0.12,31911.69,2024-06-29,2025-06-29,12,12,0,0,1,8,Happy with the service; adoption is growing.
155,Sandoval Group,Government,SE,Enterprise,2024-07-12,EmailSecurity,Standard,Direct,2458,2362,0.961,0.282,1,0,1,0.161,12043.61,2024-08-03,2025-08-03,12,12,1,0,1,8,The product delivers value; planning to expand usage.
156,Cox PLC,Technology,NE,Enterprise,2025-02-20,SOAR,Standard,Partner,1066,415,0.389,0.221,5,0,0,0.239,15973.04,2025-02-28,2026-02-28,12,6,0,1,59,7,"We need better outcomes to justify renewal. Pain points: low usage, limited feature value."
157,Edwards Ltd,Technology,SW,SMB,2024-03-10,DLP,Pro,Partner,19,15,0.786,0.869,2,0,0,0.197,194.53,2024-05-11,2025-05-11,12,12,0,0,1,8,The product delivers value; planning to expand usage. Usage and adoption are strong across teams.
158,Snyder LLC,Healthcare,MW,SMB,2024-11-18,SASE,Standard,Direct,11,6,0.505,0.483,2,1,0,0.098,139.9,2024-12-25,2025-12-25,12,6,0,0,1,6,Support and product quality have been solid.
159,Cruz PLC,Energy,NE,SMB,2024-10-19,IAM,Standard,Direct,19,9,0.489,0.525,3,0,0,0.146,179.95,2024-10-27,2027-10-26,36,10,0,0,1,7,Great experience so far; features are meeting our needs.
160,Gross-Leon,Energy,NE,Mid-Market,2024-08-27,DLP,Pro,Direct,343,116,0.339,0.904,2,0,0,0.104,3820.09,2024-10-02,2025-10-02,12,11,1,0,1,9,Support and product quality have been solid.
161,"Hines, Odom and Hughes",Telecom,MW,Mid-Market,2024-04-17,DLP,Standard,Partner,173,119,0.685,0.7,1,0,0,0.197,1251.66,2024-07-16,2025-07-16,12,12,0,0,1,9,Support and product quality have been solid.
162,Gardner-Mercer,Manufacturing,West,SMB,2024-06-15,SASE,Standard,Partner,37,31,0.846,0.748,2,0,0,0.169,417.24,2024-07-15,2025-07-15,12,12,0,0,1,8,Happy with the service; adoption is growing. Usage and adoption are strong across teams.
163,Hall Ltd,Manufacturing,MW,SMB,2023-12-17,IAM,Standard,Direct,48,15,0.302,0.518,4,0,0,0.09,501.88,2024-01-24,2027-01-22,36,12,0,0,5,6,Happy with the service; adoption is growing.
164,Landry-Schwartz,Finance,MW,SMB,2023-11-18,MDR,Standard,Partner,14,10,0.686,0.19,2,0,0,0.172,268.12,2023-12-21,2024-12-20,12,20,0,0,1,6,Support and product quality have been solid.
165,Hughes and Sons,Healthcare,MW,Enterprise,2025-07-11,SOAR,Pro,Direct,3553,3553,1.0,0.805,2,0,0,0.155,74666.83,2025-08-07,2026-08-07,12,1,0,0,1,10,Support and product quality have been solid. Usage and adoption are strong across teams.
166,"Flores, Johnson and Bender",Healthcare,MW,Mid-Market,2024-12-19,SIEM,Pro,Direct,198,89,0.449,0.643,1,0,0,0.149,3051.5,2025-02-06,2026-02-06,12,7,0,0,1,7,Great experience so far; features are meeting our needs.
167,Vasquez-Hunter,Energy,SW,Enterprise,2024-12-11,EmailSecurity,Standard,Direct,777,546,0.703,0.166,1,0,0,0.109,4389.23,2025-01-09,2026-01-09,12,8,0,0,1,7,Great experience so far; features are meeting our needs.
168,"Kramer, Arnold and Carpenter",Government,NE,Mid-Market,2025-04-19,SIEM,Standard,Online,217,92,0.423,0.76,0,0,0,0.067,2601.62,2025-05-13,2026-05-13,12,4,0,0,1,8,Support and product quality have been solid.
169,Gray Inc,Education,MW,SMB,2024-11-23,XDR,Standard,Direct,16,4,0.255,0.684,0,0,0,0.061,257.81,2025-01-07,2026-01-07,12,8,0,0,1,7,The product delivers value; planning to expand usage.
170,Clark Group,Telecom,SE,SMB,2025-02-08,SOAR,Pro,Partner,22,15,0.661,0.272,4,0,0,0.199,479.32,2025-03-15,2026-03-15,12,6,0,0,1,7,Happy with the service; adoption is growing.
171,Johnson Ltd,Retail,MW,SMB,2024-03-22,IAM,Pro,Partner,59,28,0.475,0.9,2,1,0,0.187,740.61,2024-06-14,2025-06-14,12,12,0,0,1,7,The product delivers value; planning to expand usage.
172,Hernandez PLC,Media,MW,Mid-Market,2024-06-17,SOAR,Standard,Partner,106,47,0.442,0.811,2,1,0,0.211,1509.59,2024-07-10,2025-07-10,12,14,0,0,1,8,Happy with the service; adoption is growing.
173,Hayes-Wilson,Retail,West,Mid-Market,2024-11-18,XDR,Enterprise,Partner,618,158,0.256,0.877,1,0,0,0.221,15468.09,2024-11-23,2025-11-23,12,6,0,0,1,9,Great experience so far; features are meeting our needs.
174,"Osborne, Shepherd and Harris",Healthcare,SE,SMB,2025-08-14,DLP,Standard,Direct,30,6,0.207,0.351,5,0,0,0.067,253.59,2025-08-20,2026-08-20,12,0,0,1,57,5,"Results are inconsistent across teams; need clearer ROI. Pain points: low usage, limited feature value."
175,"Baker, Diaz and Carlson",Telecom,SW,SMB,2023-12-15,WAF,Pro,Direct,83,53,0.637,0.698,1,0,1,0.03,1155.32,2024-02-08,2025-02-07,12,12,0,0,1,8,Happy with the service; adoption is growing.
176,"Grant, Brown and Sims",Telecom,SW,SMB,2025-04-15,EmailSecurity,Standard,Direct,40,22,0.554,0.376,4,0,0,0.076,238.39,2025-05-21,2027-05-21,24,3,0,0,1,7,Support and product quality have been solid.
177,Roman PLC,Healthcare,NE,SMB,2024-12-10,EmailSecurity,Pro,Direct,8,5,0.643,0.69,4,0,0,0.089,60.42,2025-01-19,2026-01-19,12,7,0,0,1,7,The product delivers value; planning to expand usage.
178,Moore-Larson,Finance,SE,SMB,2024-03-26,IAM,Pro,Direct,120,76,0.634,0.518,5,0,0,0.043,1863.85,2024-06-12,2026-06-12,24,12,0,0,1,7,Support and product quality have been solid.
179,Bailey-Jones,Technology,NE,SMB,2024-10-11,XDR,Pro,Direct,5,1,0.208,0.702,2,0,0,0.135,105.83,2024-11-23,2025-11-23,12,9,0,1,47,7,We need better outcomes to justify renewal. Pain points: low usage.
180,Huff-Olson,Education,SE,SMB,2024-11-25,SOAR,Pro,Partner,18,12,0.685,0.25,2,0,0,0.167,370.65,2024-12-11,2025-12-11,12,9,0,0,3,6,Happy with the service; adoption is growing.
181,Daniels-Elliott,Education,SW,SMB,2024-10-19,SASE,Standard,Partner,10,7,0.709,0.576,5,0,0,0.169,124.57,2024-12-27,2025-12-27,12,8,0,0,1,8,The product delivers value; planning to expand usage.
182,James-Wilson,Retail,West,Mid-Market,2024-07-10,SASE,Pro,Direct,77,46,0.593,1.0,5,0,0,0.139,1245.72,2024-08-31,2025-08-31,12,12,1,0,1,10,Great experience so far; features are meeting our needs.
183,Price-Barber,Energy,SE,Mid-Market,2025-03-24,XDR,Standard,Partner,565,385,0.682,0.808,3,0,1,0.254,6899.79,2025-06-22,2026-06-22,12,2,0,0,1,9,Support and product quality have been solid.
184,Bond PLC,Healthcare,SW,SMB,2024-01-02,MDR,Pro,Direct,23,7,0.31,0.71,7,2,0,0.138,638.79,2024-01-19,2026-01-18,24,18,0,1,63,6,"We need better outcomes to justify renewal. Pain points: support responsiveness, low usage."
185,Johnson-Gallegos,Media,NE,SMB,2025-07-22,WAF,Pro,Direct,28,27,0.967,0.581,1,0,0,0.086,374.16,2025-08-20,2027-08-20,24,0,0,0,1,9,Great experience so far; features are meeting our needs.
186,"Hardin, Le and Moran",Government,SW,SMB,2024-02-07,WAF,Pro,Direct,120,95,0.794,0.274,4,0,1,0.064,1725.24,2024-03-29,2026-03-29,24,17,0,0,5,6,The product delivers value; planning to expand usage.
187,Benton Group,Finance,West,SMB,2025-05-23,SIEM,Pro,Direct,47,27,0.57,0.404,2,0,0,0.051,766.73,2025-06-27,2026-06-27,12,2,0,0,1,6,Support and product quality have been solid.
188,Suarez and Sons,Healthcare,NE,Enterprise,2025-01-21,SIEM,Pro,Direct,2457,464,0.189,0.643,1,1,1,0.144,34155.84,2025-03-21,2026-03-21,12,5,0,0,1,7,Happy with the service; adoption is growing.
189,Carson-Martinez,Technology,NE,SMB,2024-05-16,XDR,Standard,Direct,36,16,0.443,0.761,3,0,1,0.137,473.17,2024-07-17,2025-07-17,12,14,0,0,1,7,The product delivers value; planning to expand usage.
190,"Miller, Miller and Allen",Education,SW,Mid-Market,2025-09-16,IAM,Enterprise,Partner,151,86,0.573,0.503,3,1,0,0.191,2467.61,2025-08-20,2026-08-20,12,0,0,0,1,7,The product delivers value; planning to expand usage.
191,Mcintyre-Wood,Finance,SE,Mid-Market,2023-12-26,MDR,Standard,Direct,66,41,0.615,0.584,0,0,0,0.095,1266.28,2024-03-13,2026-03-13,24,12,0,0,1,8,Great experience so far; features are meeting our needs.
192,Rose-Ward,Finance,MW,Mid-Market,2024-05-25,XDR,Pro,Direct,800,700,0.875,0.483,0,0,0,0.145,16272.36,2024-07-14,2026-07-14,24,6,0,0,1,9,Great experience so far; features are meeting our needs.
193,Watson Ltd,Technology,SW,Mid-Market,2024-02-08,XDR,Standard,Online,182,141,0.775,0.811,1,0,0,0.042,2869.9,2024-05-05,2025-05-05,12,16,0,0,1,10,Happy with the service; adoption is growing. Usage and adoption are strong across teams.
194,Hansen-Mcdowell,Finance,MW,Mid-Market,2025-09-14,XDR,Pro,Direct,203,130,0.638,0.772,2,0,0,0.123,3898.88,2025-08-20,2026-08-20,12,0,0,0,1,10,The product delivers value; planning to expand usage.
195,Gonzalez-Chapman,Healthcare,MW,Enterprise,2025-03-20,WAF,Pro,Direct,3646,3324,0.912,0.678,2,0,0,0.162,45982.99,2025-03-25,2026-03-25,12,5,0,0,1,10,Great experience so far; features are meeting our needs.
196,Robinson Inc,Finance,West,Mid-Market,2024-05-15,DLP,Enterprise,Online,213,110,0.514,1.0,3,0,0,0.101,3352.94,2024-06-04,2027-06-03,36,12,0,0,1,9,Support and product quality have been solid.
197,Ross LLC,Retail,MW,Enterprise,2024-08-03,EmailSecurity,Pro,Direct,1864,1346,0.722,0.565,1,0,0,0.186,13428.07,2024-09-28,2025-09-28,12,11,1,0,1,9,Happy with the service; adoption is growing.
198,Romero-Russell,Healthcare,West,Mid-Market,2025-07-21,DLP,Standard,Direct,170,106,0.625,0.366,2,0,1,0.094,1407.74,2025-08-20,2026-08-20,12,0,0,1,49,8,We need better outcomes to justify renewal. Pain points: limited feature value.
199,"Smith, Lowe and Henderson",Finance,SW,Mid-Market,2024-05-27,EmailSecurity,Enterprise,Partner,82,19,0.229,0.762,3,0,0,0.17,786.77,2024-08-19,2025-08-19,12,12,1,0,2,8,Happy with the service; adoption is growing.
200,Flores-Melendez,Finance,SW,SMB,2025-07-26,DLP,Enterprise,Direct,69,35,0.504,0.89,2,0,0,0.088,1023.84,2025-08-17,2027-08-17,24,1,0,0,1,8,The product delivers value; planning to expand usage.
201,Vasquez-Young,Finance,SE,Mid-Market,2025-08-20,WAF,Standard,Direct,91,62,0.681,0.518,3,0,0,0.139,839.14,2025-08-20,2026-08-20,12,0,0,0,1,7,Support and product quality have been solid.
202,Medina-Simmons,Retail,SW,SMB,2025-08-13,SIEM,Pro,Direct,17,5,0.321,0.75,3,1,0,0.074,268.24,2025-08-20,2027-08-20,24,0,0,0,1,6,Happy with the service; adoption is growing.
203,"Kim, Hernandez and Williams",Government,MW,Mid-Market,2023-11-03,DLP,Enterprise,Partner,298,223,0.75,0.55,3,0,0,0.204,4348.02,2024-01-28,2025-01-27,12,12,0,0,1,9,Happy with the service; adoption is growing.
204,"Davis, Taylor and Jones",Finance,MW,SMB,2025-08-28,XDR,Pro,Direct,6,2,0.251,0.349,1,0,0,0.138,116.47,2025-08-20,2026-08-20,12,0,0,0,1,3,Great experience so far; features are meeting our needs.
205,Lewis Group,Technology,SE,SMB,2025-02-27,IAM,Pro,Partner,46,5,0.119,0.49,0,1,0,0.162,639.51,2025-04-25,2026-04-25,12,4,0,0,1,7,The product delivers value; planning to expand usage.
206,Hunter Inc,Healthcare,SW,Mid-Market,2024-08-14,WAF,Pro,Direct,403,100,0.247,0.602,4,1,0,0.126,5114.26,2024-10-20,2025-10-20,12,10,0,0,1,7,Support and product quality have been solid.
207,Gonzalez-Perez,Telecom,NE,SMB,2024-05-13,SOAR,Standard,Direct,19,16,0.832,0.237,2,1,0,0.067,311.82,2024-07-22,2025-07-22,12,13,1,0,1,6,Support and product quality have been solid.
208,"Mckinney, Howell and Stewart",Healthcare,SE,SMB,2025-06-29,SASE,Enterprise,Direct,11,5,0.458,0.801,2,1,1,0.035,272.27,2025-07-31,2026-07-31,12,1,0,0,1,8,Great experience so far; features are meeting our needs.
209,Cooke Group,Government,West,SMB,2025-02-07,SASE,Pro,Direct,21,16,0.744,0.391,2,0,1,0.1,383.67,2025-04-13,2027-04-13,24,5,0,0,1,7,Great experience so far; features are meeting our needs.
210,"Glover, George and Moon",Finance,NE,Enterprise,2024-02-26,EmailSecurity,Standard,Direct,6000,4660,0.777,0.786,5,0,0,0.144,29634.72,2024-04-30,2025-04-30,12,12,0,0,1,10,Happy with the service; adoption is growing. Usage and adoption are strong across teams.
211,"Marshall, Collins and Williams",Finance,NE,SMB,2025-06-01,SIEM,Pro,Online,84,49,0.584,0.499,3,0,0,0.043,1387.5,2025-08-20,2026-08-20,12,0,0,0,1,6,Support and product quality have been solid.
212,Johnson Ltd,Telecom,MW,SMB,2024-04-05,WAF,Enterprise,Direct,10,7,0.681,0.75,2,0,0,0.094,175.76,2024-05-22,2026-05-22,24,12,0,0,1,9,Support and product quality have been solid.
213,Peters-Stevens,Telecom,MW,Enterprise,2024-01-23,EDR,Standard,Direct,6000,4242,0.707,0.888,3,0,0,0.183,37500.3,2024-02-19,2025-02-18,12,19,0,0,1,10,Support and product quality have been solid. Usage and adoption are strong across teams.
214,Baker PLC,Telecom,SW,SMB,2024-04-12,SIEM,Pro,Direct,62,39,0.632,0.665,5,1,0,0.087,1030.23,2024-05-07,2025-05-07,12,16,0,0,1,8,Support and product quality have been solid.
215,Potter-Morris,Education,MW,SMB,2023-11-01,IAM,Standard,Partner,33,28,0.843,0.289,3,0,0,0.185,296.11,2024-01-27,2025-01-26,12,19,0,0,1,6,Happy with the service; adoption is growing.
216,"Garrett, Kent and Sexton",Finance,NE,SMB,2024-09-03,XDR,Standard,Direct,38,11,0.295,0.434,2,0,2,0.06,606.17,2024-11-04,2025-11-04,12,10,0,0,19,5,Support and product quality have been solid.
217,Booth and Sons,Manufacturing,NE,SMB,2024-07-12,EmailSecurity,Standard,Direct,60,24,0.392,0.391,1,1,1,0.045,343.23,2024-07-16,2026-07-16,24,14,0,0,10,5,Support and product quality have been solid.
218,"Owen, Reyes and Mcfarland",Healthcare,MW,Enterprise,2025-04-26,SASE,Standard,Direct,2480,720,0.29,0.335,5,0,0,0.178,29029.09,2025-07-09,2026-07-09,12,2,0,0,1,6,Great experience so far; features are meeting our needs.
219,"Davis, Morales and Chavez",Manufacturing,NE,Mid-Market,2024-08-11,EDR,Standard,Direct,147,62,0.423,0.725,3,0,0,0.154,983.7,2024-09-17,2026-09-17,24,12,0,0,1,8,Support and product quality have been solid.
220,Edwards Inc,Technology,SW,SMB,2025-01-26,DLP,Pro,Partner,18,9,0.513,0.615,1,0,0,0.178,184.06,2025-03-01,2027-03-01,24,6,0,0,1,7,Great experience so far; features are meeting our needs.
221,"Collins, Fernandez and Galloway",Education,SW,SMB,2024-04-14,EDR,Standard,Online,13,12,0.945,0.634,6,1,0,0.012,105.06,2024-04-18,2026-04-18,24,12,0,0,1,8,Great experience so far; features are meeting our needs.
222,"Miller, Hernandez and Wallace",Healthcare,SW,Mid-Market,2023-10-31,EDR,Standard,Partner,336,145,0.431,0.594,6,1,0,0.219,2196.42,2023-12-30,2026-12-28,36,12,0,0,5,8,The product delivers value; planning to expand usage.
223,Maxwell-Miller,Manufacturing,NE,SMB,2023-11-10,SOAR,Standard,Partner,30,27,0.89,0.34,1,0,0,0.181,460.69,2023-12-22,2024-12-21,12,12,0,0,1,7,Great experience so far; features are meeting our needs.
224,"Ball, Hampton and Johnson",Finance,West,SMB,2024-06-19,XDR,Enterprise,Partner,120,68,0.568,0.864,4,1,0,0.227,2697.46,2024-08-04,2025-08-04,12,12,1,0,1,8,Support and product quality have been solid.
225,Burke-Smith,Retail,West,SMB,2024-09-11,IAM,Pro,Direct,14,4,0.251,0.575,1,0,0,0.117,190.99,2024-11-24,2025-11-24,12,6,0,1,47,6,"Mixed experience so far; some teams see value, others struggle. Pain points: low usage."
226,"Cox, Flores and Rivera",Government,MW,SMB,2023-11-13,SASE,Standard,Direct,120,98,0.817,0.644,1,0,0,0.134,1597.25,2023-12-01,2024-11-30,12,6,0,0,1,7,Support and product quality have been solid.
227,"Page, Rhodes and Berger",Education,West,SMB,2024-07-08,WAF,Standard,Direct,23,9,0.405,0.665,1,1,0,0.107,210.52,2024-09-18,2025-09-18,12,12,1,0,1,7,Great experience so far; features are meeting our needs.
228,Garrison PLC,Finance,SE,Enterprise,2025-07-10,EmailSecurity,Enterprise,Online,642,274,0.426,0.839,0,0,0,0.093,6341.18,2025-07-22,2027-07-22,24,1,0,0,1,10,Great experience so far; features are meeting our needs.
229,Murray and Sons,Media,SW,SMB,2024-01-17,DLP,Pro,Partner,22,20,0.901,0.434,2,0,0,0.172,230.61,2024-02-16,2026-02-15,24,12,0,0,1,7,Great experience so far; features are meeting our needs.
230,Gordon-Hernandez,Energy,SE,Enterprise,2024-06-13,WAF,Pro,Direct,932,441,0.473,0.659,1,0,0,0.181,11373.29,2024-08-17,2026-08-17,24,13,0,0,1,9,Support and product quality have been solid.
231,West-Johnson,Energy,MW,SMB,2025-02-19,SASE,Standard,Partner,84,61,0.731,0.822,1,0,0,0.146,1015.06,2025-04-03,2026-04-03,12,5,0,0,1,8,The product delivers value; planning to expand usage. Usage and adoption are strong across teams.
232,Gomez-Collins,Technology,MW,Mid-Market,2025-09-07,SOAR,Pro,Partner,146,87,0.595,0.914,2,0,0,0.137,3401.95,2025-08-20,2026-08-20,12,0,0,0,1,9,The product delivers value; planning to expand usage.
233,"Phillips, Rivers and Haynes",Education,West,SMB,2024-08-22,EDR,Enterprise,Partner,52,38,0.723,0.729,3,0,0,0.192,645.37,2024-09-29,2026-09-29,24,11,0,0,1,9,Support and product quality have been solid. Usage and adoption are strong across teams.
234,Jimenez Inc,Manufacturing,SE,Mid-Market,2023-12-19,EmailSecurity,Standard,Direct,308,256,0.832,0.484,1,0,0,0.082,1690.81,2024-02-27,2025-02-26,12,18,0,0,1,9,The product delivers value; planning to expand usage.
235,Daugherty-Hodges,Government,SW,SMB,2024-06-09,IAM,Standard,Direct,10,5,0.487,0.127,5,0,0,0.113,106.26,2024-07-17,2025-07-17,12,12,0,1,51,4,"Several pain points remain, but we’re open to improvements. Pain points: limited feature value."
236,Hawkins-Barber,Healthcare,SW,Mid-Market,2025-04-17,SOAR,Standard,Partner,508,377,0.741,0.28,3,0,0,0.183,7578.56,2025-04-25,2027-04-25,24,4,0,0,1,8,Support and product quality have been solid.
237,"Perez, Moore and White",Retail,NE,Enterprise,2024-01-15,IAM,Enterprise,Direct,4734,4516,0.954,0.7,2,1,0,0.129,85187.67,2024-02-05,2025-02-04,12,6,0,0,1,10,Great experience so far; features are meeting our needs. Usage and adoption are strong across teams.
